id	hate_type	hate_severity	to_whom	model
550426	Political Hate	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
807498	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
388081	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
532701	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
506934	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
322440	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
507780	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
133106	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
584019	Political Hate	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
474793	Political Hate	Little to None	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
890928	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
888703	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
391227	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
511127	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
507374	Abusive	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
680347	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
63627	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
903197	Abusive	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
938868	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
675732	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
482546	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
675440	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
115168	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
352533	Political Hate	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
630861	Abusive	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
768879	Abusive	Mild	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
882539	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
558518	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
937312	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
422059	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
416662	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
632696	Abusive	Mild	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
203962	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
857709	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
793617	Abusive	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
486353	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
635854	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
84223	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
150930	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
156149	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
772243	Political Hate	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
644418	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
723392	Political Hate	Little to None	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
717266	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
75367	None	Mild	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
398304	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
350619	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
633361	Abusive	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
545400	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
184710	Religious Hate	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
126450	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
157874	Abusive	Severe	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
268695	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
443262	Profane	Severe	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
405050	Abusive	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
475199	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
909906	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
619424	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
338317	Political Hate	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
208842	Abusive	Little to None	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
297713	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
198549	Political Hate	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
240451	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
432313	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
556009	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
291078	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
647866	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
885374	Abusive	Little to None	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
149363	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
169573	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
456507	Abusive	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
589233	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
112377	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
831724	Abusive	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
5407	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
15943	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
741246	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
61405	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
915869	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
511267	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
1471	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
367605	Abusive	Mild	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
174842	Abusive	Little to None	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
137391	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
840729	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
416127	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
330333	Abusive	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
670421	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
242499	Abusive	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
144117	None	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
639424	Abusive	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
394368	Religious Hate	Severe	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
291259	Abusive	Severe	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
142509	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
226408	Profane	Severe	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
486351	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
865343	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
490548	Abusive	Little to None	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
430804	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
292631	None	Little to None	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
399708	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
62074	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
277817	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
451449	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
937837	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
69996	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
472779	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
593869	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
113374	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
295098	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
688164	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
754307	Religious Hate	Mild	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
185344	Abusive	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
206819	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
776128	Religious Hate	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
438265	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
586064	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
588534	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
863686	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
694501	Abusive	Mild	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
97900	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
166900	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
109971	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
497464	None	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
376477	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
65718	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
784043	Abusive	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
702897	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
352371	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
52223	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
131128	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
13831	Abusive	Severe	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
148597	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
60602	Abusive	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
752509	Abusive	Severe	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
730085	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
625048	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
541629	Abusive	Little to None	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
895206	Abusive	Mild	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
725993	None	Little to None	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
296053	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
240086	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
106374	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
2358	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
655996	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
2640	Political Hate	Severe	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
583695	Abusive	Severe	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
740126	Abusive	Little to None	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
116038	Abusive	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
839438	Abusive	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
216777	Abusive	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
717153	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
628314	Profane	Severe	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
49560	Abusive	Mild	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
484546	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
411292	Profane	Severe	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
739397	Abusive	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
33049	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
234943	Abusive	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
85567	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
898840	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
110149	Abusive	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
928802	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
65232	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
609733	Abusive	Mild	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
607110	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
656146	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
122819	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
924773	Abusive	Little to None	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
855239	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
455140	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
172685	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
705941	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
317297	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
637876	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
198449	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
822721	Abusive	Severe	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
347419	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
503146	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
601962	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
847061	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
449847	None	Little to None	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
266272	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
579593	Abusive	Little to None	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
696370	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
